batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B005573,424,981,269,92,978,569,696,57,512,96,658,879,714,611,943,9,749,879,445,817,44,125,624,780,254,855,960,443,147,336
B019161,810,301,969,162,289,653,724,970,89,635,884,497,931,531,22,609,165,965,188,724,687,38,67,741,843,212,766,767,344,449
B003302,28,187,288,349,361,352,741,284,958,382,572,41,402,382,585,749,583,37,770,627,862,240,956,687,573,919,993,944,319,679
B027172,585,425,675,711,264,614,144,607,940,838,132,824,811,725,348,563,182,874,661,972,597,190,276,394,818,522,741,640,963,193
B007045,716,281,488,796,243,567,123,817,194,505,754,823,955,306,232,921,909,869,819,284,880,308,403,464,238,664,566,409,431,661
B028442,847,796,210,249,464,974,619,613,340,968,528,860,200,769,573,345,266,278,734,171,829,774,311,553,412,45,43,405,280,619
B012304,507,532,574,721,218,187,626,638,638,967,306,576,553,166,715,77,928,663,287,209,727,134,367,168,215,32,684,584,901,752
B013701,644,257,731,770,726,766,582,774,393,853,958,217,723,224,287,863,462,36,163,323,276,188,277,685,627,657,510,567,811,335
B019313,463,258,935,821,150,37,305,393,308,214,599,314,483,753,911,229,345,111,59,557,741,466,588,778,365,313,981,335,334,366
B003058,270,116,735,777,489,743,909,406,776,670,38,523,418,726,935,980,93,433,225,523,912,534,667,372,558,991,734,383,164,252
B043008,807,574,665,717,271,32,519,373,518,979,841,286,236,427,698,652,16,678,303,117,283,337,935,807,650,617,420,782,613,287
B018483,110,522,515,997,716,378,295,433,152,309,920,538,128,415,660,852,481,877,511,552,506,743,111,786,920,679,71,304,214,71
B009619,272,143,15,307,999,939,262,7,755,314,17,293,947,981,446,648,165,643,721,751,9,574,402,356,529,731,160,88,44,90
B012389,641,647,676,955,558,578,340,586,497,152,174,152,624,200,706,530,928,437,672,704,487,81,380,529,817,175,19,224,752,138
B032227,427,270,87,961,454,654,862,301,644,677,578,149,149,670,480,248,329,427,82,167,496,574,980,114,395,860,158,531,166,59
B049609,881,403,630,831,331,643,686,247,141,430,175,309,360,562,433,906,747,593,674,587,904,932,115,297,643,998,682,340,386,90
B039903,273,527,191,989,352,186,617,208,186,266,463,652,869,347,354,980,408,108,862,111,67,492,910,275,546,232,654,473,619,308
B022831,141,914,35,659,466,3,382,837,775,807,337,764,313,362,752,30,536,884,886,991,82,626,651,426,633,871,612,480,922,782
B020315,528,955,558,797,217,857,387,209,332,121,839,359,890,943,579,797,803,57,441,428,935,670,99,980,605,818,592,797,239,382
B024690,715,457,258,315,513,860,476,680,650,394,917,56,447,952,403,59,798,437,862,46,454,312,905,154,946,396,539,692,637,276
B007475,207,788,399,224,596,122,449,219,91,800,39,837,919,135,318,950,656,81,654,577,596,304,397,697,62,166,785,582,930,585
B042578,380,861,216,934,205,651,357,767,264,563,981,479,209,709,212,778,10,495,86,83,496,131,499,14,93,765,926,250,293,41
B037848,580,795,216,165,389,37,903,342,575,694,963,729,306,707,255,509,133,523,335,860,865,608,221,981,416,871,613,698,336,242
B000927,732,341,405,861,878,477,321,492,329,448,657,297,439,286,511,425,546,751,849,293,816,371,19,381,812,617,320,663,340,725
B033928,19,0,497,506,978,999,625,233,951,660,396,542,314,407,23,528,977,481,145,851,910,535,228,447,208,961,881,745,824,113
B015315,175,572,35,184,662,615,517,503,843,542,742,433,227,526,370,182,565,533,629,716,768,648,593,273,228,598,649,782,20,894
B041946,84,350,893,840,197,83,699,329,350,270,299,829,583,998,970,605,843,490,464,205,252,482,929,806,455,570,271,306,519,647
B042754,264,293,799,586,64,434,976,989,471,975,101,714,513,605,972,599,355,778,87,44,961,465,628,181,68,734,949,787,713,123
B038283,247,851,673,173,840,419,35,221,391,90,620,83,109,767,855,332,474,429,760,694,691,230,134,147,602,670,688,203,973,353
B018208,784,46,412,105,392,867,758,550,665,842,112,109,203,202,191,471,552,908,643,27,856,283,943,977,246,665,74,834,480,198
B024813,88,389,35,648,580,173,813,679,117,190,855,667,240,75,751,936,392,609,129,314,791,212,986,696,992,852,323,731,321,956
B023630,806,300,397,774,805,743,439,187,482,438,88,915,797,35,831,740,125,210,798,240,207,732,45,887,913,693,432,105,750,231
B036060,276,419,400,763,160,517,88,968,425,148,454,462,241,233,639,248,354,121,921,209,434,191,885,339,964,215,565,613,424,26
B019351,348,921,606,136,739,297,768,279,592,596,728,261,379,578,750,105,888,691,688,563,783,952,140,231,795,703,756,286,962,414
B041706,656,927,109,454,911,434,32,778,223,390,34,218,842,232,310,817,647,734,883,61,670,524,998,18,436,715,821,170,458,225
B017487,273,496,484,474,991,553,558,131,586,43,261,66,482,624,75,238,695,375,778,509,507,516,465,398,820,919,839,474,762,821
B009056,284,752,922,12,975,157,478,273,385,688,534,929,717,611,260,783,825,659,783,536,721,158,481,334,991,961,54,918,750,844
B021027,410,426,178,331,901,893,844,578,191,178,643,308,200,126,169,958,660,936,966,995,339,165,421,270,631,313,363,110,647,384
B020365,273,431,284,340,158,500,677,976,278,401,185,336,626,431,74,649,338,496,954,661,282,514,146,271,895,358,351,785,628,494
B004790,780,711,102,721,876,359,70,847,948,918,851,695,897,830,781,716,609,704,812,956,540,870,445,873,404,912,900,737,186,235
B009197,191,177,888,926,338,926,508,722,625,271,234,52,628,573,384,205,158,278,946,209,354,855,57,657,634,666,554,928,869,499
B015311,407,678,91,808,371,762,129,286,917,155,144,744,562,116,666,69,338,216,312,301,857,791,225,305,942,914,34,836,131,921
B045484,468,790,107,892,50,778,446,898,123,626,566,983,69,312,832,44,931,289,368,645,866,299,664,6,396,387,184,717,454,899
B025682,388,108,770,457,925,824,736,192,877,482,291,113,953,804,896,311,757,612,22,41,469,182,703,416,550,871,551,613,200,117
B038685,165,207,99,396,605,654,637,64,323,696,366,79,460,91,654,302,224,773,53,157,989,715,93,648,550,531,572,241,634,110
B010374,974,339,396,278,990,781,486,666,107,392,816,894,25,738,324,340,840,906,529,400,29,178,487,542,342,804,869,362,742,487
B018684,334,842,283,270,620,87,874,999,893,482,227,390,480,593,780,481,547,27,868,140,391,605,49,935,559,905,742,110,258,634
B046635,141,808,231,282,528,729,137,539,176,494,162,241,729,208,682,866,150,438,440,384,90,88,50,751,58,968,524,892,764,767
B048714,229,379,223,745,486,664,588,456,778,831,1,591,994,388,926,961,348,793,906,591,801,483,514,456,45,342,593,786,786,715
B037450,358,371,416,109,277,746,275,348,322,713,69,89,45,347,286,150,700,450,436,218,393,658,134,563,167,123,782,360,891,542
B022889,171,393,177,540,470,643,594,32,59,450,523,984,817,992,773,223,508,163,907,821,436,17,356,816,66,441,84,998,795,295
B024627,877,101,949,565,52,859,973,518,969,318,744,847,531,150,723,681,839,748,948,300,35,178,268,604,589,401,566,595,750,2
B035735,787,635,904,297,911,410,881,150,685,998,455,792,861,454,554,339,293,802,9,560,321,157,239,147,747,559,660,821,990,115
B015103,626,507,925,439,56,626,794,550,94,3,5,722,890,112,821,811,704,297,688,390,612,265,841,801,15,755,269,551,72,482
B009602,743,538,644,743,450,634,865,78,76,722,259,992,552,406,937,323,447,434,278,564,435,459,795,588,907,94,643,213,816,694
B012444,138,915,24,825,845,754,301,398,273,254,862,925,56,612,202,423,87,969,621,837,576,980,555,306,35,92,263,534,515,784
B021642,373,156,322,532,89,817,685,146,171,873,676,974,977,832,5,31,243,347,457,396,211,387,7,194,403,26,157,438,652,490
B022608,332,850,624,805,586,735,132,261,860,25,326,997,692,550,974,290,430,633,686,256,763,927,929,927,896,501,361,515,759,674
B015870,835,297,935,422,791,230,544,465,678,357,824,604,72,64,431,858,919,684,536,218,852,715,645,45,314,510,423,319,727,348
B040026,806,451,331,266,162,993,648,818,667,492,374,663,936,473,480,945,161,579,773,834,566,383,681,698,0,560,189,260,943,297
B007933,747,289,532,818,567,362,57,308,889,852,360,462,621,400,205,82,981,730,414,917,758,590,211,247,353,239,550,211,917,799
B032462,323,544,167,536,207,586,338,111,891,872,738,970,764,769,509,889,28,498,836,440,229,448,105,589,520,963,320,46,351,947
B030632,275,738,856,19,439,380,776,960,114,492,611,317,321,333,995,420,794,992,612,327,721,788,570,364,967,204,192,495,641,22
B022427,802,849,934,670,339,797,124,758,871,270,983,744,774,150,970,693,375,236,544,220,687,21,368,709,767,468,695,104,653,933
B033475,439,237,657,730,464,673,779,459,98,51,52,481,556,380,855,857,82,9,296,623,934,573,621,925,215,627,622,702,647,561
B050087,394,35,202,200,180,318,571,287,512,765,956,383,495,298,702,814,915,538,979,894,597,472,997,425,809,802,365,612,821,460
B041628,127,438,653,510,703,828,809,172,946,814,983,348,799,489,23,375,431,3,955,182,173,934,215,51,727,291,810,292,210,469
B021921,361,457,147,651,480,361,930,482,500,924,675,330,659,552,645,664,731,683,306,585,700,117,427,873,737,179,518,181,60,998
B019960,786,212,549,247,659,61,831,967,20,899,566,213,484,636,728,147,480,201,411,992,752,744,550,724,858,77,838,697,382,932
B047451,205,218,323,771,95,0,792,384,618,748,810,120,219,630,896,11,915,793,812,369,474,169,619,950,745,942,630,853,958,834
B009262,558,754,623,936,702,931,816,135,552,685,347,705,323,774,470,836,598,62,740,56,594,719,745,569,97,76,463,662,256,78
B040546,231,317,439,887,188,720,553,125,499,425,628,935,912,220,663,483,611,213,620,478,27,685,46,697,528,578,620,565,818,453
B006377,499,872,450,718,354,839,526,69,338,796,222,946,334,650,941,17,974,75,782,299,682,612,313,633,68,899,724,372,502,89
B031203,275,511,638,604,301,440,673,927,889,69,942,273,238,589,896,571,572,600,102,325,481,892,473,906,862,982,307,988,867,665
B003481,111,662,332,763,524,871,406,867,369,45,193,448,60,527,8,432,668,641,639,429,139,10,537,542,847,298,780,764,610,264
B037367,660,753,682,493,235,840,887,331,321,261,527,509,339,316,208,742,504,251,225,793,473,195,936,727,653,65,543,459,722,690
B037301,837,780,609,410,803,81,134,871,770,4,585,685,654,630,733,400,163,495,11,309,822,233,500,478,146,282,544,518,0,828
B036809,901,454,382,494,451,878,440,662,629,511,999,520,597,751,558,967,202,74,556,634,948,475,276,808,669,340,43,386,377,713
B009572,681,888,523,259,952,357,320,533,692,230,371,388,386,456,735,737,333,183,437,343,298,735,61,225,211,218,997,272,654,184
B015419,381,487,400,296,436,787,419,319,718,847,172,927,706,723,164,380,705,896,259,36,169,267,568,280,882,42,551,142,23,689
B026976,640,929,174,196,714,841,311,139,14,10,989,82,902,862,233,171,55,571,224,975,910,433,891,237,819,928,79,821,616,168
B013486,97,824,384,679,345,803,361,809,648,522,616,504,529,950,562,247,925,909,208,353,853,742,537,741,442,311,305,576,305,530
B024087,69,501,11,475,990,505,304,650,774,872,386,107,45,618,48,762,68,357,426,880,718,638,853,192,551,743,230,283,640,187
B008194,517,114,240,117,276,873,963,436,526,220,822,306,647,786,89,971,970,591,292,296,449,593,80,197,876,662,275,270,194,426
B015855,305,568,434,524,733,410,358,260,423,541,862,99,138,205,507,592,726,58,571,389,227,271,86,912,542,696,803,174,369,378
B009275,302,835,40,764,33,325,538,132,188,955,68,753,84,381,203,952,165,59,655,409,564,851,93,194,502,924,185,375,686,36
B048209,419,521,142,876,122,541,842,812,644,108,952,272,541,39,343,184,51,649,369,423,496,13,868,766,637,65,24,147,201,297
B027118,628,644,870,955,272,411,971,632,929,698,823,722,553,40,805,662,391,39,982,342,833,480,228,524,538,606,921,738,963,740
B011316,200,439,849,506,434,140,379,880,690,802,292,902,245,346,705,852,700,767,117,379,397,831,472,691,789,420,672,437,25,226
B038355,680,319,590,224,251,530,821,398,718,628,542,235,337,526,487,348,502,314,787,809,581,668,588,428,663,403,493,185,256,169
B015607,625,362,403,642,961,948,800,514,301,638,499,717,911,345,615,834,750,494,419,217,498,165,610,935,255,834,456,530,859,800
B008594,572,55,664,574,824,277,632,600,175,8,698,995,433,273,900,781,199,290,935,159,828,503,559,528,330,896,965,410,177,448
B007230,793,714,493,93,827,267,293,414,379,931,3,55,46,784,431,340,844,262,715,382,599,429,99,978,543,394,929,984,142,572
B035211,643,969,475,60,432,412,755,20,266,795,84,536,177,474,551,682,312,157,398,153,352,793,564,398,76,248,831,951,294,119
B010987,397,633,368,322,711,539,791,957,990,11,902,762,535,85,991,366,738,465,696,497,582,263,26,452,561,396,874,845,999,518
B017631,711,806,767,630,163,338,902,560,96,334,105,984,161,767,793,857,788,63,176,959,23,299,486,981,786,776,946,232,562,866
B007685,100,92,260,917,332,231,493,572,855,838,618,508,351,122,570,394,756,901,342,770,519,562,824,899,82,358,384,163,370,188
B042859,213,573,996,478,301,840,487,371,254,858,355,329,781,344,283,254,616,535,38,348,656,405,633,410,791,150,185,888,174,497
B014567,266,90,756,225,879,972,898,141,737,814,129,312,217,48,69,541,432,335,376,94,560,373,553,953,648,118,271,743,140,801
B015750,400,116,469,541,830,165,757,954,366,796,34,205,829,384,30,268,164,16,748,532,960,908,750,473,475,864,843,266,471,947
B024140,293,194,871,757,851,391,190,367,648,559,139,237,160,511,167,85,129,11,12,300,367,657,702,467,324,717,262,674,3,634
B032275,406,589,939,90,960,89,583,815,946,504,595,389,606,136,945,978,835,75,685,572,682,227,742,783,835,413,496,874,71,610
B005934,389,223,420,436,976,279,830,41,143,527,332,137,609,433,70,619,959,957,432,671,63,739,338,460,248,906,556,992,874,296
B007787,418,769,163,754,47,280,971,531,423,583,350,882,432,867,119,391,180,944,128,151,633,256,519,430,14,546,200,106,265,339
B020681,455,737,913,199,660,37,954,231,140,97,134,342,566,36,167,657,949,204,893,502,480,299,624,621,211,497,995,182,365,929
B025686,292,36,486,771,703,545,195,656,598,6,383,246,394,271,343,414,142,999,852,778,282,851,39,572,482,409,296,839,860,723
B027645,149,484,116,937,282,93,2,846,559,294,995,563,52,74,272,870,759,342,711,158,214,391,368,382,822,686,435,674,441,963
B013531,29,805,560,507,198,593,143,947,868,383,719,674,352,585,529,109,560,746,284,180,866,854,561,433,352,700,591,785,329,778
B048995,79,126,860,786,413,468,382,297,498,656,835,11,668,45,629,341,706,463,375,227,5,848,396,783,640,229,129,719,178,626
B034901,970,172,411,486,852,680,0,443,872,770,932,656,832,925,134,855,973,991,744,135,630,415,698,629,297,773,190,373,687,406
B025545,187,620,781,860,249,688,587,31,531,566,134,149,300,52,660,194,738,927,361,225,5,767,184,462,204,108,471,874,740,803
B043362,212,84,211,362,688,105,51,67,593,236,464,36,406,939,730,269,974,188,419,661,221,87,859,310,54,931,911,273,210,378
B035139,869,696,317,605,877,717,252,975,664,139,335,50,12,678,943,201,607,498,530,297,817,359,188,598,896,82,943,763,399,20
B019426,761,989,810,577,488,392,88,782,357,377,890,144,731,74,347,851,118,25,233,538,259,249,322,401,772,949,488,780,896,340
B007060,701,457,968,664,473,657,690,772,245,394,481,495,420,43,87,691,258,146,260,314,783,28,414,574,91,833,241,981,20,662
B002757,989,60,172,949,483,368,634,234,923,299,671,658,321,29,875,525,142,278,590,667,270,937,55,595,826,352,750,478,266,804
B005499,796,887,666,467,90,837,217,8,40,394,882,873,157,256,803,705,520,287,645,293,140,722,427,674,732,235,561,901,112,297
B028115,597,568,736,991,560,643,312,854,603,681,40,353,525,209,596,236,892,345,616,229,315,962,732,922,567,814,129,301,50,844
B000738,789,916,382,576,361,157,512,766,661,14,683,269,58,557,332,338,642,122,262,234,620,490,193,718,647,340,583,243,762,411
B044936,398,294,358,917,543,770,374,74,269,322,587,72,76,948,343,35,462,382,470,131,34,405,304,350,205,202,220,120,808,570
B025903,607,801,241,917,205,788,375,560,82,208,890,682,499,815,622,630,647,627,371,898,582,479,90,768,88,962,801,672,596,65
B016131,565,330,245,517,768,766,470,673,213,741,709,806,330,124,207,848,204,880,637,748,867,235,787,600,389,568,847,525,694,447
B038574,78,302,422,150,964,958,108,9,857,809,869,901,53,452,384,636,545,801,604,729,47,306,895,667,301,414,166,685,972,938
B012667,666,581,654,465,63,848,833,771,936,69,730,299,639,876,11,121,328,116,463,315,165,485,983,230,702,279,171,668,150,188
B038658,422,157,638,87,24,457,427,11,497,289,545,411,138,47,320,366,914,345,685,922,940,956,741,107,124,393,393,700,980,36
B005234,480,755,159,662,219,804,282,807,320,743,314,598,833,976,401,128,877,562,328,703,937,524,287,124,154,245,318,924,119,820
B036005,609,780,841,930,988,387,936,682,380,50,624,686,751,481,212,788,475,337,66,533,461,200,146,601,192,106,942,159,490,823
B000238,11,452,623,880,872,59,642,619,694,858,956,776,687,93,844,62,863,318,656,804,42,233,451,938,707,559,103,43,754,487
B041445,904,913,149,486,74,189,675,467,809,987,326,675,73,318,312,512,334,801,535,218,809,548,133,121,695,79,54,710,825,201
B024510,58,361,712,692,371,482,69,771,892,100,137,104,545,610,491,988,621,531,892,809,744,516,598,306,425,240,296,4,537,378
B044239,794,137,229,277,551,66,621,905,830,33,727,299,328,871,92,927,904,985,191,153,597,72,265,85,370,239,323,285,558,435
B027037,511,895,277,444,490,11,225,209,267,809,189,36,882,205,463,621,602,627,823,799,496,838,487,424,488,127,910,884,725,378
B034638,623,799,921,158,953,449,408,860,635,562,452,666,837,118,409,397,534,748,173,340,682,160,177,952,84,576,329,670,465,787
B028703,25,248,191,667,236,580,942,385,660,712,821,434,610,500,130,912,640,588,210,894,233,179,745,232,143,230,130,679,178,777
B049162,907,409,490,861,513,869,719,898,189,451,456,609,631,137,484,747,744,617,349,797,590,523,635,425,93,33,277,741,918,938
B023260,774,220,523,319,93,296,490,818,490,167,997,593,876,911,957,42,902,141,905,912,897,947,43,84,804,423,595,894,730,173
B015381,671,808,569,356,949,635,479,937,742,705,52,860,566,44,754,335,808,857,966,119,500,227,227,507,535,705,497,657,162,110
B044020,178,723,436,367,139,392,433,377,90,139,372,930,449,774,612,29,722,826,314,207,533,61,319,27,755,958,146,425,169,253
B017019,155,439,573,522,106,690,606,797,879,560,643,606,401,632,716,502,388,200,16,735,229,953,172,49,737,796,721,644,247,351
B021426,979,521,609,885,794,483,150,930,244,383,623,60,138,533,962,631,694,450,720,966,936,554,583,600,107,896,576,605,231,467
B028934,834,318,711,675,208,596,588,175,337,404,976,942,496,17,689,285,169,734,19,828,580,289,606,798,833,630,549,739,427,408
B011668,678,642,959,193,184,522,947,526,40,297,238,219,177,857,852,564,664,341,388,911,648,253,755,92,739,449,212,681,605,254
B029976,943,985,342,138,106,340,411,722,369,410,186,259,263,906,561,271,618,57,334,144,126,825,717,50,857,367,549,128,505,343
B003458,378,565,366,78,38,676,877,46,493,795,198,502,667,879,220,241,303,768,820,795,512,388,418,444,611,828,501,773,233,129
B019172,459,781,732,833,973,783,7,815,116,428,864,341,891,175,727,988,578,688,573,148,496,930,957,185,30,485,789,570,776,233
B047182,348,382,348,799,671,312,441,182,750,739,970,330,812,327,978,7,213,559,780,737,607,812,746,125,200,400,965,597,888,662
B027570,949,871,678,280,115,380,606,735,527,386,645,537,750,986,133,562,409,935,820,132,353,704,195,279,99,221,547,23,793,753
B038707,507,872,684,871,512,620,81,547,898,883,823,76,630,694,865,97,265,442,434,906,222,203,201,871,95,531,82,790,871,934
B011867,623,149,727,591,145,229,852,969,111,993,114,762,820,626,202,221,95,631,23,277,348,468,529,313,624,732,752,673,878,927
B023795,258,935,386,965,765,337,615,796,688,793,896,400,182,702,200,437,317,757,108,708,443,869,9,813,476,834,240,33,209,326
B029724,623,534,388,621,563,809,278,844,269,145,781,683,662,444,189,286,134,592,697,334,333,318,379,385,957,746,66,282,775,912
B045176,364,298,433,996,819,744,185,488,403,65,635,909,499,405,199,820,324,766,511,885,380,832,657,998,793,589,67,806,517,391
B048688,710,189,604,587,558,920,756,455,502,214,683,388,137,566,635,329,195,297,865,354,558,269,349,358,902,962,371,129,26,327
B019678,186,134,873,657,418,489,773,139,848,467,16,401,121,498,177,365,110,352,377,839,483,210,37,878,23,116,547,34,252,511
B003068,239,665,618,332,54,703,309,925,182,442,505,681,35,313,740,684,970,506,377,415,223,163,902,658,190,395,75,202,42,320
B046394,927,238,540,238,188,723,602,258,778,115,713,901,152,621,87,852,678,371,940,685,738,400,768,608,863,310,929,20,373,430
B030589,912,280,648,211,760,619,936,800,96,434,172,590,157,80,17,356,949,750,318,899,948,242,312,805,130,992,466,146,557,561
B007306,873,94,922,753,357,544,873,650,772,860,891,657,82,184,662,760,269,855,176,615,368,304,889,978,543,488,994,902,914,959
B039278,877,975,560,41,96,507,99,148,933,674,607,554,278,341,638,944,113,933,139,254,196,275,112,32,719,567,62,262,509,473
B013757,502,690,549,557,867,483,787,469,222,137,255,816,626,530,518,826,622,823,414,806,673,167,918,365,203,390,536,582,943,772
B024441,801,401,101,930,568,731,857,817,193,255,743,991,690,844,112,927,364,96,652,898,46,713,949,703,84,988,199,65,275,76
B033185,12,708,448,292,98,431,650,175,545,137,343,814,19,61,980,888,789,250,705,251,685,301,166,228,279,897,557,786,549,321
B027810,730,915,609,835,25,63,563,587,915,577,429,254,657,24,852,589,212,650,416,501,920,111,691,235,793,758,417,849,340,385
B031987,891,801,938,575,9,44,673,95,981,450,225,177,494,410,798,379,156,174,705,962,474,678,400,930,477,356,580,182,844,270
B042283,709,902,463,553,267,583,719,361,635,346,628,42,727,571,309,787,569,440,504,200,208,98,980,580,827,179,772,601,944,286
B035607,691,944,903,861,242,232,154,141,213,532,840,238,991,344,989,638,4,665,436,547,888,141,463,753,514,685,236,994,730,582
B006197,162,953,575,962,191,443,360,556,595,558,774,117,29,756,55,789,138,715,380,472,449,631,301,748,983,146,133,408,796,544
B007597,235,144,805,291,232,803,423,914,457,388,832,529,565,806,407,375,166,842,735,741,639,164,2,659,181,161,816,471,406,353
B039547,27,955,902,220,993,838,61,51,204,558,293,157,597,996,308,924,384,275,268,232,6,606,626,235,702,123,989,920,230,119
B050295,166,122,872,569,78,86,450,633,828,675,57,11,829,960,381,857,4,720,980,903,811,258,96,153,999,405,254,744,531,11
B027083,631,945,26,707,81,88,794,304,683,686,630,742,524,199,132,74,782,755,697,920,959,974,190,696,399,284,794,681,124,793
B036527,354,466,82,800,225,974,981,817,240,470,442,992,384,86,138,644,730,790,767,660,535,862,331,295,577,901,788,852,707,144
B006889,343,327,777,980,166,168,173,6,479,463,115,125,462,760,541,137,399,404,96,405,921,694,201,898,972,811,55,190,260,971
B005903,656,304,647,418,273,391,372,904,767,690,904,286,804,854,435,524,244,515,362,155,840,266,493,591,405,739,771,127,482,631
B042079,784,321,467,53,46,222,895,848,98,34,2,541,521,841,268,845,678,599,969,865,583,343,435,411,199,552,532,397,179,669
B009345,271,29,558,380,935,860,438,860,815,858,119,57,199,107,720,531,512,87,273,367,161,591,738,951,828,908,720,589,502,128
B027325,648,266,902,500,79,412,779,351,854,510,111,614,533,451,991,278,86,501,731,441,919,576,991,113,753,321,502,285,860,866
B027616,134,824,619,536,0,806,857,935,310,795,105,258,121,940,926,478,537,495,333,23,456,560,168,843,674,168,623,589,21,637
B017413,847,944,977,105,947,807,846,635,115,522,582,951,801,910,942,811,370,316,499,254,14,656,52,859,702,398,732,825,383,535
B015343,820,294,251,127,970,62,467,673,924,449,126,979,866,712,95,706,409,458,824,128,201,626,775,163,659,384,683,348,575,510
B009316,874,80,623,494,385,632,19,430,99,593,500,416,438,682,887,538,149,409,10,464,331,966,602,676,110,956,115,198,892,556
B036313,990,516,576,900,134,662,177,617,162,950,142,415,993,228,357,28,569,782,733,216,246,209,697,960,827,702,51,614,319,50
B049226,37,518,529,515,549,376,593,344,445,183,347,803,512,460,306,660,657,738,635,329,600,128,723,67,373,614,771,796,818,842
B023553,524,579,977,981,804,489,5,813,801,837,813,295,280,564,126,588,75,318,256,884,155,639,628,866,54,699,227,60,443,943
B027666,120,527,128,590,708,274,840,142,439,747,815,659,843,512,462,542,962,827,179,114,982,145,594,227,443,516,177,557,411,985
B018644,749,383,924,624,417,28,845,24,526,711,697,217,857,204,110,621,825,131,355,718,498,882,846,407,534,50,973,949,762,433
B028462,223,180,399,428,250,23,888,152,90,163,814,833,812,470,698,466,793,405,497,437,934,602,18,861,123,997,960,956,380,64
B045405,150,467,482,65,147,390,833,928,891,364,206,883,667,566,741,537,893,8,546,796,341,83,527,291,537,532,244,128,999,957
B016514,544,274,975,867,664,190,19,850,851,98,285,195,220,205,515,549,996,529,607,4,911,3,685,714,133,524,727,274,106,122
B028557,955,797,570,724,400,807,861,399,197,852,86,349,827,544,381,392,343,738,202,404,494,858,844,293,220,576,274,661,394,127
B004280,508,213,333,705,186,943,50,44,507,343,294,295,286,739,806,363,669,131,364,739,190,493,697,963,963,962,712,186,642,362
B029701,537,980,2,282,141,747,325,66,862,710,706,122,99,416,886,851,183,890,479,733,208,978,475,652,502,519,672,539,458,126
B012964,221,992,944,235,4,967,863,406,482,634,509,429,162,356,132,870,838,547,367,238,902,173,227,259,59,911,352,899,208,232
B037995,963,391,266,525,636,464,349,672,507,727,303,710,870,631,640,424,160,932,707,78,679,114,662,937,728,252,191,26,765,20
B023529,862,414,956,449,693,761,839,633,611,858,640,88,230,303,793,967,248,210,328,620,298,387,237,269,401,78,923,624,247,936
B029545,177,397,543,300,976,380,398,880,838,903,108,227,554,457,692,662,999,131,679,467,5,710,482,901,920,376,379,528,886,457
B039623,253,478,393,140,911,416,332,939,522,755,375,840,275,497,49,368,325,974,455,783,911,782,538,457,151,499,36,800,944,606
B028610,468,885,475,670,402,292,561,786,536,658,167,494,401,25,889,813,316,892,114,808,969,486,751,130,521,67,962,260,391,278
B046888,551,404,497,38,451,729,303,128,12,944,20,741,970,283,839,680,372,961,310,474,928,267,536,530,124,152,982,171,822,533
B028685,447,416,424,570,966,976,914,354,77,652,595,715,6,272,708,743,696,64,539,463,962,507,724,948,211,967,791,466,490,74
B011545,509,668,460,356,429,801,201,69,514,290,480,257,985,360,433,397,42,532,844,583,953,953,729,422,749,526,646,506,184,462
B043041,228,437,673,807,987,298,476,425,150,670,902,938,592,408,54,49,433,799,190,424,296,636,77,869,525,540,566,45,617,511
B037440,59,24,743,254,539,513,474,683,884,670,393,998,385,201,900,856,146,511,116,407,487,552,166,505,388,776,468,247,618,809
B019324,168,667,599,139,808,979,522,348,695,65,288,858,735,462,731,767,921,84,429,376,149,625,532,762,145,528,823,924,497,575
B002869,92,571,397,746,945,260,471,95,337,176,366,498,943,620,901,952,585,598,288,628,605,601,756,174,781,19,589,941,358,791
B009701,166,677,934,896,228,856,25,768,349,208,277,846,17,966,308,937,857,148,73,800,609,256,538,907,587,84,407,637,135,459
B048848,816,186,327,647,267,283,460,837,697,376,150,904,515,116,205,642,329,419,649,783,523,433,217,439,748,662,920,480,143,41
B031241,372,336,207,964,135,490,489,461,370,331,339,211,979,572,542,275,696,455,421,2,875,706,793,0,229,549,817,198,932,725
B001213,909,146,680,514,426,131,671,944,589,524,145,172,138,176,450,433,282,712,6,804,791,534,569,674,789,842,976,17,237,945
B039091,417,418,511,99,891,909,201,681,361,864,111,549,610,613,661,378,581,347,614,494,699,770,55,749,741,384,947,404,220,344
B006957,772,38,332,416,464,516,705,802,480,244,187,87,539,916,311,14,927,886,187,475,950,396,294,406,24,801,177,685,62,605
B005445,55,268,416,978,239,335,338,878,774,95,435,182,585,721,203,509,679,34,722,899,193,159,806,277,815,994,912,731,742,75
B048438,135,476,330,365,498,449,883,568,919,280,474,795,569,537,860,522,832,671,428,545,986,918,179,314,128,188,811,512,392,800
B022077,5,684,820,66,456,378,35,100,759,967,712,536,367,394,140,260,322,829,321,72,866,954,624,645,420,217,320,459,699,937
B031643,18,972,723,712,680,726,123,206,198,232,945,116,835,833,428,939,420,54,734,901,340,77,669,330,482,918,679,204,703,81
B032198,978,63,848,398,917,602,750,229,332,827,547,328,496,70,228,522,575,998,244,965,974,936,491,399,447,891,116,505,165,954
B041395,636,546,500,763,874,727,346,333,97,208,349,965,528,980,329,306,13,552,716,834,979,824,507,474,762,817,942,542,819,617
