serial_nbr,batchID
S004B025114,B025114
S004B019471,B019471
S001B047281,B047281
S003B029711,B029711
S004B027963,B027963
S000B005670,B005670
S009B037337,B037337
S003B018035,B018035
S008B007503,B007503
S004B035848,B035848
S005B042208,B042208
S001B043660,B043660
S001B021582,B021582
S004B002048,B002048
S006B005524,B005524
S001B027645,B027645
S002B034520,B034520
S002B043557,B043557
S005B047161,B047161
S002B036944,B036944
S003B000952,B000952
S002B019712,B019712
S003B004457,B004457
S003B013376,B013376
S007B026354,B026354
S007B017505,B017505
S003B030793,B030793
S001B036313,B036313
S005B012953,B012953
S002B048124,B048124
S008B016274,B016274
S003B004425,B004425
S000B040987,B040987
S009B026302,B026302
S007B031282,B031282
S008B014239,B014239
S007B027462,B027462
S000B017439,B017439
S006B041306,B041306
S007B035216,B035216
S009B009162,B009162
S003B034875,B034875
S007B037280,B037280
S006B033698,B033698
S009B050256,B050256
S000B036881,B036881
S002B028679,B028679
S007B030370,B030370
S003B045593,B045593
S009B017569,B017569
S001B043339,B043339
S009B047639,B047639
S006B024638,B024638
S004B043789,B043789
S005B049775,B049775
S006B003167,B003167
S002B010005,B010005
S008B040510,B040510
S003B000628,B000628
S002B020762,B020762
S008B011516,B011516
S008B006404,B006404
S004B019959,B019959
S003B044424,B044424
S004B031725,B031725
S004B013763,B013763
S004B000584,B000584
S005B047533,B047533
S006B032668,B032668
S006B013088,B013088
S008B036715,B036715
S007B035152,B035152
S003B008243,B008243
S007B029955,B029955
S005B026316,B026316
S000B039011,B039011
S002B012467,B012467
S005B006434,B006434
S000B004781,B004781
S006B021727,B021727
S001B045566,B045566
S000B012571,B012571
S002B037070,B037070
S000B049344,B049344
S002B022886,B022886
S008B028707,B028707
S004B033393,B033393
S009B017473,B017473
S004B041768,B041768
S004B008078,B008078
S006B014147,B014147
S000B038523,B038523
S003B000321,B000321
S007B039956,B039956
S002B025844,B025844
S004B008395,B008395
S003B044559,B044559
S000B036974,B036974
S006B008407,B008407
S008B038931,B038931
S008B046941,B046941
S005B006906,B006906
S006B023936,B023936
S004B036220,B036220
S003B046409,B046409
S004B040818,B040818
S002B037135,B037135
S008B011487,B011487
S005B034088,B034088
S002B020748,B020748
S005B035731,B035731
S009B040759,B040759
S003B012484,B012484
S002B029773,B029773
S006B018808,B018808
S006B045712,B045712
S003B034805,B034805
S000B011461,B011461
S000B048411,B048411
S006B038034,B038034
S003B039268,B039268
S001B028962,B028962
S008B003354,B003354
S002B023103,B023103
S007B005606,B005606
S009B027274,B027274
S009B007049,B007049
S006B018277,B018277
S009B023259,B023259
S007B049765,B049765
S009B007155,B007155
S000B028710,B028710
S006B026894,B026894
S002B032151,B032151
S002B042859,B042859
S008B041353,B041353
S005B016542,B016542
S006B036313,B036313
S008B015262,B015262
S000B036078,B036078
S003B022673,B022673
S003B039634,B039634
S009B041438,B041438
S009B043763,B043763
S002B005408,B005408
S002B026302,B026302
S003B006525,B006525
S001B005414,B005414
S008B046906,B046906
S008B040853,B040853
S003B006826,B006826
S006B024911,B024911
S007B006434,B006434
S003B044072,B044072
S002B009139,B009139
S009B008355,B008355
S000B019289,B019289
S001B017984,B017984
S000B035607,B035607
S003B002725,B002725
S000B012075,B012075
S003B006607,B006607
S007B033626,B033626
S009B040624,B040624
S003B026573,B026573
S001B049744,B049744
S002B034052,B034052
S007B023066,B023066
S008B017784,B017784
S006B028834,B028834
S005B034565,B034565
S008B032203,B032203
S008B011545,B011545
S005B035923,B035923
S006B006752,B006752
S002B017973,B017973
S007B043938,B043938
S002B033619,B033619
S007B011717,B011717
S005B049555,B049555
S002B036724,B036724
S008B004023,B004023
S000B008331,B008331
S008B030303,B030303
S002B032296,B032296
S007B044016,B044016
S007B028764,B028764
S009B008046,B008046
S007B021584,B021584
S006B003707,B003707
S009B015569,B015569
S007B034928,B034928
S005B002324,B002324
S008B028885,B028885
S004B039948,B039948
S008B004989,B004989
S008B014393,B014393
S005B048411,B048411
S004B049370,B049370
S003B017744,B017744
S008B013642,B013642
S008B042975,B042975
S003B002324,B002324
S004B046537,B046537
S009B040672,B040672
S008B015050,B015050
S003B014196,B014196
S003B002744,B002744
S004B038034,B038034
S000B041210,B041210
S009B034128,B034128
S008B030339,B030339
S002B001965,B001965
S006B027958,B027958
S000B037685,B037685
S004B015564,B015564
S004B023793,B023793
S006B016547,B016547
S003B020679,B020679
S009B005678,B005678
S002B033000,B033000
S007B029362,B029362
S000B015383,B015383
S003B014227,B014227
S004B019383,B019383
S002B022132,B022132
S002B049654,B049654
S008B011234,B011234
S001B024885,B024885
S004B021794,B021794
S000B030887,B030887
S002B021613,B021613
S006B039623,B039623
S003B028689,B028689
S001B008052,B008052
S009B041124,B041124
S004B048800,B048800
S005B026803,B026803
S000B026359,B026359
S000B039622,B039622
S000B019348,B019348
S004B044594,B044594
S008B034349,B034349
S000B040521,B040521
S009B040315,B040315
S006B025217,B025217
S003B039119,B039119
S003B046733,B046733
S002B041355,B041355
S004B042271,B042271
S001B009411,B009411
S003B014485,B014485
S008B049622,B049622
S006B036550,B036550
S006B026159,B026159
S004B008071,B008071
S007B043302,B043302
S000B043292,B043292
S006B002983,B002983
S000B035922,B035922
S008B029787,B029787
S009B025082,B025082
S001B022103,B022103
S007B011487,B011487
S006B013529,B013529
S007B001031,B001031
S008B035211,B035211
S005B034631,B034631
S002B015043,B015043
S003B028254,B028254
S004B012126,B012126
S009B025097,B025097
S007B019544,B019544
S002B036638,B036638
S005B026980,B026980
S000B036976,B036976
S005B035522,B035522
S006B035296,B035296
S000B032194,B032194
S002B050256,B050256
S008B002781,B002781
S005B027800,B027800
S006B029711,B029711
S006B016542,B016542
S008B014508,B014508
S000B012277,B012277
S003B024335,B024335
S001B030295,B030295
S008B049383,B049383
S007B027732,B027732
S001B033593,B033593
S002B046078,B046078
S007B016547,B016547
S003B005030,B005030
S000B044948,B044948
S006B015657,B015657
S002B047305,B047305
S005B044629,B044629
S009B027462,B027462
S001B015157,B015157
S004B021727,B021727
S008B022427,B022427
S002B021697,B021697
S003B030109,B030109
S009B025739,B025739
S003B034888,B034888
S005B010179,B010179
S004B030887,B030887
S007B025016,B025016
S001B003330,B003330
S008B020480,B020480
S000B019114,B019114
S007B002983,B002983
S000B045552,B045552
S009B048935,B048935
S005B039484,B039484
S004B013284,B013284
S008B011342,B011342
S001B047849,B047849
S003B020440,B020440
S000B031822,B031822
S006B006483,B006483
S002B036461,B036461
S005B017922,B017922
S009B027645,B027645
S009B036182,B036182
S007B022123,B022123
S009B048714,B048714
S007B022753,B022753
S009B026679,B026679
S000B038338,B038338
S003B041913,B041913
S002B034435,B034435
S008B000956,B000956
S008B044909,B044909
S004B025901,B025901
S001B015372,B015372
S005B030209,B030209
S004B022077,B022077
S007B037767,B037767
S001B048160,B048160
S007B029238,B029238
S007B040026,B040026
S008B033620,B033620
S007B019073,B019073
S001B006515,B006515
S002B044501,B044501
S007B004368,B004368
S004B034152,B034152
S005B043634,B043634
S007B002178,B002178
S002B031244,B031244
S002B005670,B005670
S003B022688,B022688
S005B047288,B047288
S009B011711,B011711
S003B010982,B010982
S004B003051,B003051
S001B028679,B028679
S006B031777,B031777
S008B007416,B007416
S001B035099,B035099
S007B016187,B016187
S006B032884,B032884
S005B034545,B034545
S002B047394,B047394
S005B029187,B029187
S008B035986,B035986
S002B035677,B035677
S006B025878,B025878
S002B030393,B030393
S004B029773,B029773
S001B040510,B040510
S000B038936,B038936
S002B021582,B021582
S008B012543,B012543
S003B012075,B012075
S000B007961,B007961
S003B037103,B037103
S009B039159,B039159
S005B019042,B019042
S005B029261,B029261
S002B005030,B005030
S008B044396,B044396
S005B039204,B039204
S008B011343,B011343
S003B022945,B022945
S006B044212,B044212
S008B043623,B043623
S004B041297,B041297
S006B024780,B024780
S008B038125,B038125
S007B019425,B019425
S005B026140,B026140
S001B045552,B045552
S000B003996,B003996
S008B022116,B022116
S003B005873,B005873
S007B047474,B047474
S006B022066,B022066
S002B002156,B002156
S006B040251,B040251
S009B021824,B021824
S002B036292,B036292
S007B037469,B037469
S006B040214,B040214
S001B037469,B037469
S003B021745,B021745
S009B044077,B044077
S005B037287,B037287
S007B035288,B035288
S008B000321,B000321
S006B019757,B019757
S003B023860,B023860
S005B048914,B048914
S001B008419,B008419
S007B039948,B039948
S001B026429,B026429
S009B028689,B028689
S000B009815,B009815
S007B033006,B033006
S000B037334,B037334
S008B023103,B023103
S001B037668,B037668
S007B032478,B032478
S004B033012,B033012
S003B022425,B022425
S005B019977,B019977
S005B050256,B050256
S001B027679,B027679
S000B021826,B021826
S002B028442,B028442
S000B016238,B016238
S000B012516,B012516
S000B045532,B045532
S001B047688,B047688
S006B034322,B034322
S009B035848,B035848
S001B035212,B035212
S002B027279,B027279
S002B014227,B014227
S008B012571,B012571
S003B036078,B036078
S008B007875,B007875
S007B017864,B017864
S005B029258,B029258
S003B016966,B016966
S008B049654,B049654
S009B043857,B043857
S004B050197,B050197
S002B031247,B031247
S007B037533,B037533
S003B033847,B033847
S006B007143,B007143
S008B006269,B006269
S002B039079,B039079
S005B027340,B027340
S009B000628,B000628
S000B038205,B038205
S004B010026,B010026
S000B022945,B022945
S004B009262,B009262
S003B037334,B037334
S008B019057,B019057
S007B023467,B023467
S000B043084,B043084
S001B003367,B003367
S005B038125,B038125
S003B038936,B038936
S004B046415,B046415
S005B040058,B040058
S003B041285,B041285
S002B036432,B036432
S006B046237,B046237
S007B035099,B035099
S004B028710,B028710
S004B002039,B002039
S003B048058,B048058
S008B040918,B040918
S009B030638,B030638
S008B050146,B050146
S002B029051,B029051
S001B022688,B022688
S000B026388,B026388
S001B038076,B038076
S003B011234,B011234
S005B019316,B019316
S000B043245,B043245
S006B049913,B049913
S003B002167,B002167
S006B040439,B040439
S001B045905,B045905
S005B012275,B012275
S007B032668,B032668
S009B015372,B015372
S005B002744,B002744
S000B004322,B004322
S004B014286,B014286
S008B012319,B012319
S008B041998,B041998
S008B002692,B002692
S006B018319,B018319
S005B031725,B031725
S007B041346,B041346
S007B018989,B018989
S009B028464,B028464
S000B012099,B012099
S008B043084,B043084
S006B013901,B013901
S009B008605,B008605
S003B038669,B038669
S008B034119,B034119
S004B036363,B036363
S001B037767,B037767
S007B001531,B001531
S005B022508,B022508
S009B047746,B047746
S001B033147,B033147
S000B019340,B019340
S009B033342,B033342
S001B037578,B037578
S000B020800,B020800
S001B014627,B014627
S007B021407,B021407
S005B029098,B029098
S002B034551,B034551
S009B028657,B028657
S005B042487,B042487
S000B046252,B046252
S009B007306,B007306
S006B009440,B009440
S002B049749,B049749
S006B048784,B048784
S004B022760,B022760
S005B019073,B019073
S000B010179,B010179
S005B049240,B049240
S003B040214,B040214
S002B017530,B017530
S005B020611,B020611
S001B043547,B043547
S005B026123,B026123
S004B025406,B025406
S009B036461,B036461
S007B041542,B041542
S004B012674,B012674
S001B035216,B035216
S005B023965,B023965
S008B027643,B027643
S003B003421,B003421
S004B035415,B035415
S005B026387,B026387
S005B048965,B048965
S003B014393,B014393
S003B044426,B044426
S009B025937,B025937
S002B050150,B050150
S001B036638,B036638
S000B028707,B028707
S003B024258,B024258
S009B022427,B022427
S008B027325,B027325
S002B035386,B035386
S008B006037,B006037
S009B038931,B038931
S005B006269,B006269
S001B027643,B027643
S002B010697,B010697
S001B028671,B028671
S002B020644,B020644
S005B010596,B010596
S003B039869,B039869
S008B039079,B039079
S003B031786,B031786
S001B041210,B041210
S005B001245,B001245
S009B006326,B006326
S006B005538,B005538
S007B003302,B003302
S003B047161,B047161
S000B016677,B016677
S003B033880,B033880
S008B036292,B036292
S007B045552,B045552
S004B009440,B009440
S004B027325,B027325
S009B003165,B003165
S006B029153,B029153
S001B042112,B042112
S009B043822,B043822
S005B010987,B010987
S002B005773,B005773
S003B042578,B042578
S004B010555,B010555
S002B010179,B010179
S009B033771,B033771
S007B007597,B007597
S002B041017,B041017
S000B008908,B008908
S000B044305,B044305
S002B018633,B018633
S000B039817,B039817
S004B034670,B034670
S008B004818,B004818
S002B023064,B023064
S002B049606,B049606
S003B011136,B011136
S003B036976,B036976
S004B005739,B005739
S005B049834,B049834
S002B028657,B028657
S004B025878,B025878
S009B015532,B015532
S008B021824,B021824
S009B027211,B027211
S004B011509,B011509
S002B013591,B013591
S007B016289,B016289
S008B001862,B001862
S007B003367,B003367
S008B036380,B036380
S006B020995,B020995
S001B004322,B004322
S009B014227,B014227
S000B009833,B009833
S007B046136,B046136
S007B029189,B029189
S008B038112,B038112
S008B028210,B028210
S001B044649,B044649
S005B038016,B038016
S005B021584,B021584
S002B007870,B007870
S007B006220,B006220
S006B035425,B035425
S001B031396,B031396
S007B016500,B016500
S003B035019,B035019
S009B022323,B022323
S000B026739,B026739
S002B030691,B030691
S000B010138,B010138
S002B040764,B040764
S004B006182,B006182
S004B047342,B047342
S007B030303,B030303
S006B033546,B033546
S003B045524,B045524
S000B003169,B003169
S005B009600,B009600
S004B006483,B006483
S002B011461,B011461
S001B027037,B027037
S001B000326,B000326
S000B044922,B044922
S007B015103,B015103
S006B017998,B017998
S009B045596,B045596
S008B004744,B004744
S009B039424,B039424
S003B005903,B005903
S002B032414,B032414
S006B020987,B020987
S008B044072,B044072
S002B050050,B050050
S008B025277,B025277
S005B022573,B022573
S003B004787,B004787
S009B044883,B044883
S005B028548,B028548
S003B031017,B031017
S008B034640,B034640
S000B042811,B042811
S004B029276,B029276
S007B008660,B008660
S007B004787,B004787
S001B007045,B007045
S000B019879,B019879
S006B024824,B024824
S009B025510,B025510
S005B017487,B017487
S001B036461,B036461
S006B040039,B040039
S005B028462,B028462
S007B040315,B040315
S002B006297,B006297
S002B012177,B012177
S006B017505,B017505
S005B028464,B028464
S009B026568,B026568
S001B034445,B034445
S003B010621,B010621
S004B030638,B030638
S008B017530,B017530
S003B025114,B025114
S005B001285,B001285
S002B046136,B046136
S007B023793,B023793
S006B010555,B010555
S003B037569,B037569
S003B027464,B027464
S007B043650,B043650
S009B011351,B011351
S009B008004,B008004
S000B027274,B027274
S007B031566,B031566
S002B036363,B036363
S008B017660,B017660
S007B048337,B048337
S000B012764,B012764
S007B049914,B049914
S001B036406,B036406
S000B037388,B037388
S005B002048,B002048
S007B003754,B003754
S000B045666,B045666
S002B023965,B023965
S007B043347,B043347
S002B042089,B042089
S002B035538,B035538
S009B043923,B043923
S005B044072,B044072
S000B040918,B040918
S004B038983,B038983
S000B035027,B035027
S001B021937,B021937
S002B044212,B044212
S005B003367,B003367
S003B022169,B022169
S008B002765,B002765
S002B033046,B033046
S002B017794,B017794
S002B031987,B031987
S004B001273,B001273
S009B003623,B003623
S006B025192,B025192
S008B039538,B039538
S002B050202,B050202
S003B048401,B048401
S004B036350,B036350
S001B024911,B024911
S001B029815,B029815
S001B013217,B013217
S004B030793,B030793
S000B041249,B041249
S008B000158,B000158
S003B019353,B019353
S000B039141,B039141
S002B048585,B048585
S003B025687,B025687
S008B017744,B017744
S000B026681,B026681
S002B035472,B035472
S007B012764,B012764
S004B012462,B012462
S009B048978,B048978
S004B035072,B035072
S001B003354,B003354
S002B037321,B037321
S003B042605,B042605
S009B021914,B021914
S005B043302,B043302
S004B025739,B025739
S009B036724,B036724
S003B012277,B012277
S001B028610,B028610
S006B017864,B017864
S003B011928,B011928
S001B040266,B040266
S003B012177,B012177
S008B000385,B000385
S004B016238,B016238
S005B015521,B015521
S000B015103,B015103
S001B031923,B031923
S008B040062,B040062
S006B023964,B023964
S007B007060,B007060
S006B027279,B027279
S007B022852,B022852
S009B042607,B042607
S007B022440,B022440
S005B030474,B030474
S003B048986,B048986
S000B029098,B029098
S003B006491,B006491
S000B019648,B019648
S002B033007,B033007
S005B042699,B042699
S009B048501,B048501
S007B046537,B046537
S005B045096,B045096
S006B042293,B042293
S003B006145,B006145
S008B000918,B000918
S000B004652,B004652
S004B008004,B008004
S005B046859,B046859
S005B020229,B020229
S003B010138,B010138
S001B025239,B025239
S007B038568,B038568
S002B010619,B010619
S009B044829,B044829
S004B002324,B002324
S004B034501,B034501
S007B031048,B031048
S002B016831,B016831
S007B038112,B038112
S009B024754,B024754
S008B031414,B031414
S005B019953,B019953
S003B046162,B046162
S001B035968,B035968
S001B024274,B024274
S004B033891,B033891
S006B006165,B006165
S006B044966,B044966
S000B046394,B046394
S001B013531,B013531
S003B027879,B027879
S003B034152,B034152
S006B035675,B035675
S007B015226,B015226
S003B028971,B028971
S002B002508,B002508
S000B014909,B014909
S002B040716,B040716
S008B008681,B008681
S006B040804,B040804
S005B002883,B002883
S009B001026,B001026
S002B027732,B027732
S006B008883,B008883
S008B013135,B013135
S005B026238,B026238
S008B037569,B037569
S006B044424,B044424
S001B039570,B039570
S007B014406,B014406
S003B042911,B042911
S009B042406,B042406
S005B023722,B023722
S007B034088,B034088
S008B044492,B044492
S006B043503,B043503
S003B047762,B047762
S004B045424,B045424
S006B030638,B030638
S004B018691,B018691
S009B000444,B000444
S001B005903,B005903
S002B016156,B016156
S003B005670,B005670
S006B034830,B034830
S006B028774,B028774
S004B016927,B016927
S000B050295,B050295
S006B038338,B038338
S000B015157,B015157
S003B030540,B030540
S001B016600,B016600
S009B044080,B044080
S006B037734,B037734
S002B029972,B029972
S002B012277,B012277
S003B027582,B027582
S009B021407,B021407
S007B000595,B000595
S005B025636,B025636
S008B006165,B006165
S007B027213,B027213
S005B038157,B038157
S006B013741,B013741
S003B049771,B049771
S001B045666,B045666
S006B034993,B034993
S003B015377,B015377
S005B018910,B018910
S007B018044,B018044
S005B007700,B007700
S009B036406,B036406
S001B023370,B023370
S002B016243,B016243
S009B013968,B013968
S008B020126,B020126
S003B029153,B029153
S005B040439,B040439
S007B020762,B020762
S002B002746,B002746
S009B016500,B016500
S000B012190,B012190
S001B014331,B014331
S001B031777,B031777
S004B049775,B049775
S000B023860,B023860
S004B040521,B040521
S009B002632,B002632
S002B018044,B018044
S000B025277,B025277
S000B019021,B019021
S003B036292,B036292
S007B022899,B022899
S005B022925,B022925
S001B047474,B047474
S004B036552,B036552
S002B034876,B034876
S007B027963,B027963
S008B037200,B037200
S005B015209,B015209
S000B023066,B023066
S002B014789,B014789
S007B005903,B005903
S003B020131,B020131
S004B028533,B028533
S000B004146,B004146
S007B020440,B020440
S001B022759,B022759
S003B025973,B025973
S001B014393,B014393
S006B035284,B035284
S001B006611,B006611
S004B037757,B037757
S009B002883,B002883
S002B014868,B014868
S007B002048,B002048
S008B021642,B021642
S003B033391,B033391
S009B011544,B011544
S005B006128,B006128
S004B012908,B012908
S006B039376,B039376
S005B050233,B050233
S001B032798,B032798
S003B012953,B012953
S001B024754,B024754
S005B008407,B008407
S009B022707,B022707
S009B027737,B027737
S009B001285,B001285
S002B000232,B000232
S008B007685,B007685
S004B045161,B045161
S006B022886,B022886
S005B011493,B011493
S001B036873,B036873
S007B027879,B027879
S007B014508,B014508
S006B044305,B044305
S006B047303,B047303
S007B037485,B037485
S004B005069,B005069
S004B009758,B009758
S004B010583,B010583
S001B049071,B049071
S009B037280,B037280
S002B010925,B010925
S005B036363,B036363
S000B027622,B027622
S000B042208,B042208
S003B005954,B005954
S007B031537,B031537
S007B035607,B035607
S002B040584,B040584
S008B040588,B040588
S002B019073,B019073
S007B030474,B030474
S009B019890,B019890
S004B045666,B045666
S006B042208,B042208
S002B005920,B005920
S000B045048,B045048
S005B042298,B042298
S009B009055,B009055
S009B040410,B040410
S009B016050,B016050
S003B028679,B028679
S004B030303,B030303
S007B019397,B019397
S009B041355,B041355
S009B033569,B033569
S002B034993,B034993
S008B048603,B048603
S004B004601,B004601
S009B010697,B010697
S005B005678,B005678
S003B015383,B015383
S003B039011,B039011
S005B025878,B025878
S003B007416,B007416
S002B016750,B016750
S007B035574,B035574
S000B039229,B039229
S002B025026,B025026
S008B023064,B023064
S005B040266,B040266
S009B031247,B031247
S005B006769,B006769
S006B031030,B031030
S004B014393,B014393
S002B023370,B023370
S002B017094,B017094
S008B045378,B045378
S002B024181,B024181
S004B012277,B012277
S007B040870,B040870
S006B042876,B042876
S002B043245,B043245
S008B009234,B009234
S000B043660,B043660
S007B042975,B042975
S004B046540,B046540
S005B005717,B005717
S001B012937,B012937
S009B032884,B032884
S005B021824,B021824
S005B004427,B004427
S002B020131,B020131
S007B035699,B035699
S002B014724,B014724
S008B018044,B018044
S008B042289,B042289
S002B046638,B046638
S002B010298,B010298
S000B008286,B008286
S004B020644,B020644
S008B025192,B025192
S000B035228,B035228
S009B016152,B016152
S003B021118,B021118
S005B005773,B005773
S001B033007,B033007
S007B001171,B001171
S006B040600,B040600
S001B046941,B046941
S003B043690,B043690
S007B015532,B015532
S004B028330,B028330
S008B022780,B022780
S000B028689,B028689
S004B003890,B003890
S001B049619,B049619
S007B047003,B047003
S002B026679,B026679
S006B016189,B016189
S005B031333,B031333
S008B046842,B046842
S006B044501,B044501
S009B023195,B023195
S005B042640,B042640
S000B049544,B049544
S001B036699,B036699
S000B006970,B006970
S001B017767,B017767
S001B039677,B039677
S000B047429,B047429
S000B049829,B049829
S008B032674,B032674
S002B006283,B006283
S000B028716,B028716
S004B040039,B040039
S003B038861,B038861
S002B000799,B000799
S008B035673,B035673
S008B038962,B038962
S002B002406,B002406
S001B006894,B006894
S003B027108,B027108
S004B025016,B025016
S001B034821,B034821
S000B019579,B019579
S002B017265,B017265
S001B023553,B023553
S006B019970,B019970
S006B001929,B001929
S000B022144,B022144
S001B029679,B029679
S004B011433,B011433
S003B046859,B046859
S005B049408,B049408
S000B045328,B045328
S001B022979,B022979
S005B016840,B016840
S000B005592,B005592
S009B048160,B048160
S006B013234,B013234
S001B017794,B017794
S000B026225,B026225
S007B031767,B031767
S000B017713,B017713
S003B015418,B015418
S009B037603,B037603
S004B019678,B019678
S008B031767,B031767
S006B050020,B050020
S007B049771,B049771
S007B034990,B034990
S005B024469,B024469
S001B035852,B035852
S007B041353,B041353
S008B048330,B048330
S009B048386,B048386
S005B036809,B036809
S003B006769,B006769
S009B008968,B008968
S009B031923,B031923
S001B022375,B022375
S007B001537,B001537
S002B026532,B026532
S000B048476,B048476
S001B046886,B046886
S004B010264,B010264
S006B031241,B031241
S000B041353,B041353
S008B029461,B029461
S001B042811,B042811
S003B000326,B000326
S004B028508,B028508
S007B002687,B002687
S003B043714,B043714
S000B014393,B014393
S001B005346,B005346
S007B012130,B012130
S005B010177,B010177
S007B046336,B046336
S005B013529,B013529
S008B035968,B035968
S000B011849,B011849
S004B025732,B025732
S006B007209,B007209
S006B044077,B044077
S008B011711,B011711
S002B025363,B025363
S000B009326,B009326
S006B015298,B015298
S003B032111,B032111
S004B043587,B043587
S009B034249,B034249
S001B034214,B034214
S009B039846,B039846
S000B000628,B000628
S008B034152,B034152
S008B028657,B028657
S003B000718,B000718
S009B014587,B014587
S004B035099,B035099
S007B017569,B017569
S000B000718,B000718
S000B027879,B027879
S004B039579,B039579
S007B005414,B005414
S005B028174,B028174
S007B049275,B049275
S007B033046,B033046
S005B033599,B033599
S001B011545,B011545
S004B045672,B045672
S004B014915,B014915
S003B029122,B029122
S004B034544,B034544
S007B042988,B042988
S000B012467,B012467
S007B012908,B012908
S005B023074,B023074
S000B024859,B024859
S002B002497,B002497
S009B030793,B030793
S003B015510,B015510
S007B017758,B017758
S001B042568,B042568
S007B045354,B045354
S002B029666,B029666
S008B035923,B035923
S006B001888,B001888
S009B025026,B025026
S007B028863,B028863
S005B047218,B047218
S000B035673,B035673
S004B034214,B034214
S004B044339,B044339
S008B039371,B039371
S009B030542,B030542
S004B038035,B038035
S000B028420,B028420
S009B004601,B004601
S005B000918,B000918
S001B035128,B035128
S006B028418,B028418
S000B021441,B021441
S004B022621,B022621
S007B050270,B050270
S006B019126,B019126
S000B018633,B018633
S004B046198,B046198
S003B037282,B037282
S005B001531,B001531
S001B038759,B038759
S009B002373,B002373
S007B049290,B049290
S000B043393,B043393
S006B000931,B000931
S006B023064,B023064
S009B039634,B039634
S000B044334,B044334
S009B005846,B005846
S007B012274,B012274
S002B020052,B020052
S007B038951,B038951
S005B017023,B017023
S000B022707,B022707
S002B007141,B007141
S007B028676,B028676
S001B003654,B003654
S006B015253,B015253
S008B035930,B035930
S009B024859,B024859
S003B027462,B027462
S008B006128,B006128
S007B029441,B029441
S005B049144,B049144
S000B017019,B017019
S007B035673,B035673
S004B048699,B048699
S003B042066,B042066
S003B034955,B034955
S001B006889,B006889
S002B031106,B031106
S002B027777,B027777
S004B011272,B011272
S005B030432,B030432
S007B037505,B037505
S003B031519,B031519
S002B013039,B013039
S001B001547,B001547
S005B017711,B017711
S000B016578,B016578
S009B022945,B022945
S003B039382,B039382
S004B000943,B000943
S003B041042,B041042
S001B028288,B028288
S002B002373,B002373
S001B025221,B025221
S009B039268,B039268
S006B000158,B000158
S006B003330,B003330
S000B041550,B041550
S000B033046,B033046
S003B008331,B008331
S008B032897,B032897
S001B033475,B033475
S000B012253,B012253
S006B025924,B025924
S009B049622,B049622
S005B033823,B033823
S007B006899,B006899
S004B004989,B004989
S002B005118,B005118
S008B009152,B009152
S009B019871,B019871
S008B007580,B007580
S001B025937,B025937
S007B040672,B040672
S000B041297,B041297
S009B023965,B023965
S003B012937,B012937
S009B028144,B028144
S003B033078,B033078
S000B023630,B023630
S000B029476,B029476
S000B003903,B003903
S002B043822,B043822
S002B049022,B049022
S002B015315,B015315
S004B039846,B039846
S002B004023,B004023
S001B050197,B050197
S001B028015,B028015
S008B044936,B044936
S001B021613,B021613
S007B039382,B039382
S007B019639,B019639
S004B038544,B038544
S000B031396,B031396
S003B030632,B030632
S005B025375,B025375
S002B028650,B028650
S000B034152,B034152
S001B026896,B026896
S006B004693,B004693
S005B018556,B018556
S002B003302,B003302
S009B022103,B022103
S003B025192,B025192
S005B048149,B048149
S003B004046,B004046
S009B014729,B014729
S006B016540,B016540
S007B038573,B038573
S006B038624,B038624
S005B044101,B044101
S003B015153,B015153
S009B018035,B018035
S003B035848,B035848
S005B013783,B013783
S008B038706,B038706
S004B048337,B048337
S007B028699,B028699
S008B042089,B042089
S003B029258,B029258
S008B022852,B022852
S006B031297,B031297
S007B020644,B020644
S004B004889,B004889
S000B045176,B045176
S001B003279,B003279
S005B013642,B013642
S000B022176,B022176
S002B000956,B000956
S007B004241,B004241
S001B028834,B028834
S009B014198,B014198
S000B035316,B035316
S002B018954,B018954
S009B002508,B002508
S000B027435,B027435
S007B039944,B039944
S001B006037,B006037
S001B008078,B008078
S004B033569,B033569
S008B009710,B009710
S007B042509,B042509
S007B012217,B012217
S005B030370,B030370
S000B026831,B026831
S008B020542,B020542
S004B005320,B005320
S001B027570,B027570
S007B039449,B039449
S009B014286,B014286
S009B024451,B024451
S003B004435,B004435
S002B035557,B035557
S000B003481,B003481
S007B038885,B038885
S007B012231,B012231
S006B044023,B044023
S006B034435,B034435
S003B050254,B050254
S001B024510,B024510
S008B006525,B006525
S001B037524,B037524
S009B015377,B015377
S001B042298,B042298
S006B018076,B018076
S002B049517,B049517
S003B032149,B032149
S005B025924,B025924
S004B005678,B005678
S009B029773,B029773
S004B024911,B024911
S004B038077,B038077
S001B036754,B036754
S004B008374,B008374
S008B033626,B033626
S003B007882,B007882
S005B028934,B028934
S005B000197,B000197
S003B001656,B001656
S004B021958,B021958
S002B019175,B019175
S007B018615,B018615
S005B017480,B017480
S008B000975,B000975
S003B009753,B009753
S003B011132,B011132
S005B042988,B042988
S009B009197,B009197
S000B042607,B042607
S006B008430,B008430
S005B028773,B028773
S001B006834,B006834
S003B000956,B000956
S004B010143,B010143
S004B023761,B023761
S009B032684,B032684
S004B034089,B034089
S000B011738,B011738
S005B033571,B033571
S001B038962,B038962
S001B030927,B030927
S000B002972,B002972
S009B030544,B030544
S007B021304,B021304
S003B043393,B043393
S009B015510,B015510
S004B010957,B010957
S002B006597,B006597
